Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
957324,,935DMTCL30A,Darbhanga Motihari Transmission Company Ltd,Active,F ,1000000.00,INE732Q07AZ0, ,Debentures and Bonds
957325,,935DMTCL30B,Darbhanga Motihari Transmission Company Ltd,Active,F ,1000000.00,INE732Q07BA1, ,Debentures and Bonds
957326,,935DMTCL30C,Darbhanga Motihari Transmission Company Ltd,Active,F ,1000000.00,INE732Q07BB9, ,Debentures and Bonds
957327,,935DMTCL31,Darbhanga Motihari Transmission Company Ltd,Active,F ,1000000.00,INE732Q07BC7, ,Debentures and Bonds
957328,,935DMTCL31A,Darbhanga Motihari Transmission Company Ltd,Active,F ,1000000.00,INE732Q07BD5, ,Debentures and Bonds
957329,,935DMTCL31B,Darbhanga Motihari Transmission Company Ltd,Active,F ,1000000.00,INE732Q07BE3, ,Debentures and Bonds
957330,,935DMTCL31C,Darbhanga Motihari Transmission Company Ltd,Active,F ,1000000.00,INE732Q07BF0, ,Debentures and Bonds
957331,,935DMTCL32,Darbhanga Motihari Transmission Company Ltd,Active,F ,1000000.00,INE732Q07BG8, ,Debentures and Bonds
957332,,935DMTCL32A,Darbhanga Motihari Transmission Company Ltd,Active,F ,1000000.00,INE732Q07BH6, ,Debentures and Bonds
957333,,935DMTCL32B,Darbhanga Motihari Transmission Company Ltd,Active,F ,1000000.00,INE732Q07BI4, ,Debentures and Bonds
957334,,935DMTCL32C,Darbhanga Motihari Transmission Company Ltd,Active,F ,1000000.00,INE732Q07BJ2, ,Debentures and Bonds
957335,,95DMTCL33,Darbhanga Motihari Transmission Company Ltd,Active,F ,1000000.00,INE732Q07BK0, ,Debentures and Bonds
957336,,95DMTCL33A,Darbhanga Motihari Transmission Company Ltd,Active,F ,1000000.00,INE732Q07BL8, ,Debentures and Bonds
957337,,95DMTCL33B,Darbhanga Motihari Transmission Company Ltd,Active,F ,1000000.00,INE732Q07BM6, ,Debentures and Bonds
957338,,0ILFSSPL20,IL&FS Solar Power Ltd,Active,F ,1000000.00,INE656Y08016, ,Debentures and Bonds
957339,,95DMTCL33C,Darbhanga Motihari Transmission Company Ltd,Active,F ,1000000.00,INE732Q07BN4, ,Debentures and Bonds
957340,,95DMTCL34,Darbhanga Motihari Transmission Company Ltd,Active,F ,1000000.00,INE732Q07BO2, ,Debentures and Bonds
957341,,95DMTCL34A,Darbhanga Motihari Transmission Company Ltd,Active,F ,1000000.00,INE732Q07BP9, ,Debentures and Bonds
957342,,95DMTCL34B,Darbhanga Motihari Transmission Company Ltd,Active,F ,1000000.00,INE732Q07BQ7, ,Debentures and Bonds
957343,,95DMTCL34C,Darbhanga Motihari Transmission Company Ltd,Active,F ,1000000.00,INE732Q07BR5, ,Debentures and Bonds
957344,,95DMTCL35,Darbhanga Motihari Transmission Company Ltd,Active,F ,1000000.00,INE732Q07BS3, ,Debentures and Bonds
957345,,95DMTCL35A,Darbhanga Motihari Transmission Company Ltd,Active,F ,1000000.00,INE732Q07BT1, ,Debentures and Bonds
957346,,95DMTCL35B,Darbhanga Motihari Transmission Company Ltd,Active,F ,1000000.00,INE732Q07BU9, ,Debentures and Bonds
957347,,95DMTCL35C,Darbhanga Motihari Transmission Company Ltd,Active,F ,1000000.00,INE732Q07BV7, ,Debentures and Bonds
957348,,95DMTCL36,Darbhanga Motihari Transmission Company Ltd,Active,F ,1000000.00,INE732Q07BW5, ,Debentures and Bonds
957349,,95DMTCL36A,Darbhanga Motihari Transmission Company Ltd,Active,F ,1000000.00,INE732Q07BX3, ,Debentures and Bonds
957350,,95DMTCL36B,Darbhanga Motihari Transmission Company Ltd,Active,F ,1000000.00,INE732Q07BY1, ,Debentures and Bonds
957351,,95DMTCL36C,Darbhanga Motihari Transmission Company Ltd,Active,F ,1000000.00,INE732Q07BZ8, ,Debentures and Bonds
957352,,95DMTCL37,Darbhanga Motihari Transmission Company Ltd,Active,F ,1000000.00,INE732Q07CA9, ,Debentures and Bonds
957353,,95DMTCL37A,Darbhanga Motihari Transmission Company Ltd,Active,F ,1000000.00,INE732Q07CB7, ,Debentures and Bonds
957354,,95DMTCL37B,Darbhanga Motihari Transmission Company Ltd,Active,F ,1000000.00,INE732Q07CC5, ,Debentures and Bonds
957355,,95DMTCL37C,Darbhanga Motihari Transmission Company Ltd,Active,F ,1000000.00,INE732Q07CD3, ,Debentures and Bonds
957356,,95DMTCL38,Darbhanga Motihari Transmission Company Ltd,Active,F ,1000000.00,INE732Q07CE1, ,Debentures and Bonds
957357,,95DMTCL38A,Darbhanga Motihari Transmission Company Ltd,Active,F ,1000000.00,INE732Q07CF8, ,Debentures and Bonds
957358,,95DMTCL38B,Darbhanga Motihari Transmission Company Ltd,Active,F ,1000000.00,INE732Q07CG6, ,Debentures and Bonds
957359,,95DMTCL38C,Darbhanga Motihari Transmission Company Ltd,Active,F ,1000000.00,INE732Q07CH4, ,Debentures and Bonds
957360,,105ESFBL24,ESAF Small Finance Bank Ltd,Active,F ,1000000.00,INE818W08016, ,Debentures and Bonds
957364,,80253IHFL21,INDIABULLS HOUSING FINANCE Ltd,Active,F ,1000000.00,INE148I07IH7, ,Debentures and Bonds
957365,,0IHFL21,INDIABULLS HOUSING FINANCE Ltd,Active,F ,1000000.00,INE148I07II5, ,Debentures and Bonds
957366,,0RHFL21,Reliance Home Finance Ltd,Active,F ,500000.00,INE217K07AZ5, ,Debentures and Bonds
957369,,0IHFL21A,INDIABULLS HOUSING FINANCE Ltd,Active,F ,1000000.00,INE148I07IK1, ,Debentures and Bonds
957370,,EFPLL0E701A,Edelweiss Finvest Pvt Ltd,Active,F ,100000.00,INE241O07EX4, ,Debentures and Bonds
957372,,88SREIEFL20,SREI Equipment Finance Ltd,Active,F ,1000000.00,INE881J07EW9, ,Debentures and Bonds
957373,,8IHFL21,INDIABULLS HOUSING FINANCE Ltd,Active,F ,1000000.00,INE148I07IL9, ,Debentures and Bonds
957374,,8IHFL21A,INDIABULLS HOUSING FINANCE Ltd,Active,F ,1000000.00,INE148I07IM7, ,Debentures and Bonds
957375,,925J&KBL24,Jammu and Kashmir Bank Ltd,Active,F ,1000000.00,INE168A08046, ,Debentures and Bonds
957376,,16NPCPL21,Naiknavare Profile Constructions Pvt Ltd,Active,F ,885135.00,INE011Z07013, ,Debentures and Bonds
957377,,812IHFL22,INDIABULLS HOUSING FINANCE Ltd,Active,F ,1000000.00,INE148I07IN5, ,Debentures and Bonds
957378,,0KMPL20AA,Kotak Mahindra Prime Ltd,Active,F ,1000000.00,INE916DA7PH7, ,Debentures and Bonds
957379,,0KMPL21Z,Kotak Mahindra Prime Ltd,Active,F ,1000000.00,INE916DA7PI5, ,Debentures and Bonds
957380,,985DCB28,DCB Bank Ltd,Active,F ,100000.00,INE503A08044, ,Debentures and Bonds
957381,,845ICCL28,INDIABULLS COMMERCIAL CREDIT Ltd,Active,F ,100000.00,INE244L08034, ,Debentures and Bonds
957382,,815EESL21,Energy Efficiency Services Ltd,Active,F ,1000000.00,INE688V08023, ,Debentures and Bonds
957385,,EFPLA8A801A,Edelweiss Finvest Pvt Ltd,Active,F ,100000.00,INE241O08208, ,Debentures and Bonds
957386,,0BHFL21,Bajaj Housing Finance Ltd,Active,F ,1000000.00,INE377Y07029, ,Debentures and Bonds
957387,,830ILFSL23,Infrastructure Leasing & Financial Services Ltd,Active,F ,1000.00,INE871D07QW7, ,Debentures and Bonds
957388,,769BPCL23,Bharat Petroleum Corpn Ltd,Active,F ,1000000.00,INE029A08040, ,Debentures and Bonds
957389,,86RHFL23,Reliance Home Finance Ltd,Active,F ,500000.00,INE217K07BA6, ,Debentures and Bonds
957391,,0AFL21,Axis Finance Ltd,Active,F ,1000000.00,INE891K07325, ,Debentures and Bonds
957392,,0AFL21A,Axis Finance Ltd,Active,F ,1000000.00,INE891K07333, ,Debentures and Bonds
957393,,775NABARD33,National Bank for Agriculture and Rural Development,Active,F ,1000000.00,INE261F08964, ,Debentures and Bonds
957394,,7942AFL21,Axis Finance Ltd,Active,F ,1000000.00,INE891K07341, ,Debentures and Bonds
957395,,76REC21,REC Ltd,Active,F ,1000000.00,INE020B08AR7, ,Debentures and Bonds
957396,,79407HDB21,HDB FINANCIAL SERVICES Ltd,Active,F ,1000000.00,INE756I07BU5, ,Debentures and Bonds
957397,,830ILFSL23A,Infrastructure Leasing & Financial Services Ltd,Active,F ,1000.00,INE871D07QX5, ,Debentures and Bonds
957398,,840ILFSL25,Infrastructure Leasing & Financial Services Ltd,Active,F ,1000.00,INE871D07QY3, ,Debentures and Bonds
957400,,82MRHFL23,Mahindra Rural Housing Finance Ltd,Active,F ,1000000.00,INE950O07214, ,Debentures and Bonds
957401,,8ERHIPL28,Eleanor Realty Holdings India Pvt Ltd,Active,F ,1000000.00,INE254Z08017, ,Debentures and Bonds
957402,,794NABARD33,National Bank for Agriculture and Rural Development,Active,F ,1000000.00,INE261F08972, ,Debentures and Bonds
957404,,0RFWL21,Rural Fairprice Wholesale Ltd,Active,F ,1000000.00,INE204Z07014, ,Debentures and Bonds
957405,,94RCFL28,RELIANCE COMMERCIAL FINANCE Ltd,Active,F ,1000000.00,INE126D08055, ,Debentures and Bonds
957406,,10AVHFIL25,Aptus Value Housing Finance India Ltd,Active,F ,100000.00,INE852O07055, ,Debentures and Bonds
957408,,0KMPL21AA,Kotak Mahindra Prime Ltd,Active,F ,1000000.00,INE916DA7PK1, ,Debentures and Bonds
957409,,845IIL28,India Infradebt Ltd,Active,F ,1000000.00,INE537P08024, ,Debentures and Bonds
957410,,830ILFSL23B,Infrastructure Leasing & Financial Services Ltd,Active,F ,1000.00,INE871D07QZ0, ,Debentures and Bonds
957411,,774PFC28,Power Finance Corporation Ltd,Active,F ,1000000.00,INE134E08JI0, ,Debentures and Bonds
957414,,RCL23JAN18,Reliance Capital Ltd,Active,F ,100000.00,INE013A072Q2, ,Debentures and Bonds
957419,,812IHFL25,INDIABULLS HOUSING FINANCE Ltd,Active,F ,1000000.00,INE148I07IP0, ,Debentures and Bonds
957420,,9SEFL28,SREI Equipment Finance Ltd,Active,F ,1000000.00,INE881J07EX7, ,Debentures and Bonds
957421,,830ILFSL23C,Infrastructure Leasing & Financial Services Ltd,Active,F ,1000.00,INE871D07RA1, ,Debentures and Bonds
957422,,895ABHFL26,Aditya Birla Housing Finance Ltd,Active,F ,1000000.00,INE831R07011, ,Debentures and Bonds
957423,,895ABHFL21,Aditya Birla Housing Finance Ltd,Active,F ,1000000.00,INE831R07029, ,Debentures and Bonds
957424,,875ABHFL21,Aditya Birla Housing Finance Ltd,Active,F ,1000000.00,INE831R07037, ,Debentures and Bonds
957434,,8ABHFL22,Aditya Birla Housing Finance Ltd,Active,F ,1000000.00,INE831R07128, ,Debentures and Bonds
957435,,8ABHFL22A,Aditya Birla Housing Finance Ltd,Active,F ,1000000.00,INE831R07136, ,Debentures and Bonds
957437,,8ABHFL22B,Aditya Birla Housing Finance Ltd,Active,F ,1000000.00,INE831R07151, ,Debentures and Bonds
957438,,8ABHFL22C,Aditya Birla Housing Finance Ltd,Active,F ,1000000.00,INE831R07169, ,Debentures and Bonds
957439,,76ABHFL21,Aditya Birla Housing Finance Ltd,Active,F ,1000000.00,INE831R07177, ,Debentures and Bonds
957440,,76ABHFL22,Aditya Birla Housing Finance Ltd,Active,F ,1000000.00,INE831R07185, ,Debentures and Bonds
957441,,91ABHFL26,Aditya Birla Housing Finance Ltd,Active,F ,1000000.00,INE831R08019, ,Debentures and Bonds
957442,,91ABHFL26A,Aditya Birla Housing Finance Ltd,Active,F ,1000000.00,INE831R08027, ,Debentures and Bonds
957443,,91ABHFL26B,Aditya Birla Housing Finance Ltd,Active,F ,1000000.00,INE831R08035, ,Debentures and Bonds
957444,,899ABHFL26,Aditya Birla Housing Finance Ltd,Active,F ,1000000.00,INE831R08043, ,Debentures and Bonds
957445,,85ABHFL27,Aditya Birla Housing Finance Ltd,Active,F ,1000000.00,INE831R08050, ,Debentures and Bonds
957446,,85ABHFL27A,Aditya Birla Housing Finance Ltd,Active,F ,1000000.00,INE831R08068, ,Debentures and Bonds
957447,,15PBPL23,Panchsheel Buildtech Pvt Ltd,Active,F ,754054.48,INE991V07015, ,Debentures and Bonds
957448,,829EESL21,Energy Efficiency Services Ltd,Active,F ,1000000.00,INE688V08031, ,Debentures and Bonds
957450,,81932LDFL23,L&T Infra Debt Fund Ltd,Active,F ,2500000.00,INE235P07845, ,Debentures and Bonds
957452,,825UIICL28,United India Insurance Company Ltd,Active,F ,1000000.00,INE346Z08011, ,Debentures and Bonds
957453,,763IRFC23,Indian Railway Finance Corporation,Active,F ,1000000.00,INE053F07AJ8, ,Debentures and Bonds
957454,,0AFL21B,Axis Finance Ltd,Active,F ,1000000.00,INE891K07358, ,Debentures and Bonds
957455,,0AFL21C,Axis Finance Ltd,Active,F ,1000000.00,INE891K07366, ,Debentures and Bonds
957456,,940RCFL28,RELIANCE COMMERCIAL FINANCE Ltd,Active,F ,1000000.00,INE126D08063, ,Debentures and Bonds
957459,,RHFL2FEB18,Reliance Home Finance Ltd,Active,F ,500000.00,INE217K07BB4, ,Debentures and Bonds
957461,,925ERCS21,Edelweiss Rural & Corporate Services Ltd,Active,F ,1000000.00,INE657N07456, ,Debentures and Bonds
957462,,890WCL24,Welspun Corp Ltd,Active,F ,1000000.00,INE191B07147, ,Debentures and Bonds
957463,,10ERFLPER,Edelweiss Retail Finance Ltd,Active,F ,1000000.00,INE528S08068, ,Debentures and Bonds
957464,,EKFL12JUL17,Ess Kay Fincorp Ltd,Active,F ,1000000.00,INE124N08067, ,Debentures and Bonds
957465,,773PFC21,Power Finance Corporation Ltd,Active,F ,1000000.00,INE134E08JJ8, ,Debentures and Bonds
957466,,773PFC21A,Power Finance Corporation Ltd,Active,F ,1000000.00,INE134E08JK6, ,Debentures and Bonds
957467,,EKFL18AUG17,Ess Kay Fincorp Ltd,Active,F ,20000.00,INE124N07077, ,Debentures and Bonds
957468,,842HDB28,HDB FINANCIAL SERVICES Ltd,Active,F ,1000000.00,INE756I08124, ,Debentures and Bonds
957469,,15PIPL22,Platinum Infradevelopment Pvt Ltd,Active,F ,200000.00,INE553U07015, ,Debentures and Bonds
957470,,770RECL21,REC Ltd,Active,F ,1000000.00,INE020B08AS5, ,Debentures and Bonds
957471,,EFPL922018,Edelweiss Finvest Pvt Ltd,Active,F ,100000.00,INE241O07EZ9, ,Debentures and Bonds
957472,,1606WAPL22,Wisemore Advisory Pvt Ltd,Active,F ,10000.00,INE714W07019, ,Debentures and Bonds
957480,,830ILFSL23D,Infrastructure Leasing & Financial Services Ltd,Active,F ,1000.00,INE871D07RC7, ,Debentures and Bonds
957481,,840ILFSL25A,Infrastructure Leasing & Financial Services Ltd,Active,F ,1000.00,INE871D07RD5, ,Debentures and Bonds
957482,,12BRPL25,Bindu Recepies Pvt Ltd,Active,F ,1.00,INE496X07110, ,Debentures and Bonds
957489,,915ABFL22,Aditya Birla Finance Ltd,Active,F ,1000000.00,INE860H07797, ,Debentures and Bonds
957525,,885ABFL22,Aditya Birla Finance Ltd,Active,F ,1000000.00,INE860H07BS1, ,Debentures and Bonds
957527,,877ABFL22,Aditya Birla Finance Ltd,Active,F ,1000000.00,INE860H07BU7, ,Debentures and Bonds
957528,,877ABFL22A,Aditya Birla Finance Ltd,Active,F ,1000000.00,INE860H07BV5, ,Debentures and Bonds
957529,,875ABFL20,Aditya Birla Finance Ltd,Active,F ,1000000.00,INE860H07BW3, ,Debentures and Bonds
957530,,877ABFL25,Aditya Birla Finance Ltd,Active,F ,1000000.00,INE860H07BX1, ,Debentures and Bonds
957531,,871ABFL25,Aditya Birla Finance Ltd,Active,F ,1000000.00,INE860H07BZ6, ,Debentures and Bonds
957535,,871ABFL20,Aditya Birla Finance Ltd,Active,F ,1000000.00,INE860H07CE9, ,Debentures and Bonds
957536,,87ABFL19,Aditya Birla Finance Ltd,Active,F ,1000000.00,INE860H07CF6, ,Debentures and Bonds
957537,,87ABFL21,Aditya Birla Finance Ltd,Active,F ,1000000.00,INE860H07CG4, ,Debentures and Bonds
957538,,87ABFL21A,Aditya Birla Finance Ltd,Active,F ,1000000.00,INE860H07CH2, ,Debentures and Bonds
957539,,875ABFL21,Aditya Birla Finance Ltd,Active,F ,1000000.00,INE860H07CI0, ,Debentures and Bonds
957541,,885ABFL21,Aditya Birla Finance Ltd,Active,F ,1000000.00,INE860H07CK6, ,Debentures and Bonds
957542,,885ABFL26,Aditya Birla Finance Ltd,Active,F ,1000000.00,INE860H07CL4, ,Debentures and Bonds
957543,,89ABFL26,Aditya Birla Finance Ltd,Active,F ,1000000.00,INE860H07CM2, ,Debentures and Bonds
957544,,89ABFL21,Aditya Birla Finance Ltd,Active,F ,1000000.00,INE860H07CN0, ,Debentures and Bonds
957545,,89ABFL21A,Aditya Birla Finance Ltd,Active,F ,1000000.00,INE860H07CO8, ,Debentures and Bonds
957546,,89ABFL21B,Aditya Birla Finance Ltd,Active,F ,1000000.00,INE860H07CP5, ,Debentures and Bonds
957548,,89ABFL21C,Aditya Birla Finance Ltd,Active,F ,1000000.00,INE860H07CR1, ,Debentures and Bonds
957549,,89ABFL26A,Aditya Birla Finance Ltd,Active,F ,1000000.00,INE860H07CS9, ,Debentures and Bonds
957552,,0ERCS21,Edelweiss Rural & Corporate Services Ltd,Active,F ,1000000.00,INE657N07464, ,Debentures and Bonds
957553,,93387JFPL21,JM FINANCIAL PRODUCTS Ltd,Active,F ,1000000.00,INE523H07940, ,Debentures and Bonds
957556,,89ABFL21D,Aditya Birla Finance Ltd,Active,F ,1000000.00,INE860H07CW1, ,Debentures and Bonds
957560,,87ABFL21B,Aditya Birla Finance Ltd,Active,F ,1000000.00,INE860H07DA5, ,Debentures and Bonds
957565,,875ABFL21A,Aditya Birla Finance Ltd,Active,F ,1000000.00,INE860H07DF4, ,Debentures and Bonds
957566,,867ABFL21,Aditya Birla Finance Ltd,Active,F ,1000000.00,INE860H07DG2, ,Debentures and Bonds
957569,,875ABFL21B,Aditya Birla Finance Ltd,Active,F ,1000000.00,INE860H07DJ6, ,Debentures and Bonds
957599,,8ABFL22,Aditya Birla Finance Ltd,Active,F ,1000000.00,INE860H07EN6, ,Debentures and Bonds
957600,,8ABFL22A,Aditya Birla Finance Ltd,Active,F ,1000000.00,INE860H07EO4, ,Debentures and Bonds
957601,,8ABFL22B,Aditya Birla Finance Ltd,Active,F ,1000000.00,INE860H07EP1, ,Debentures and Bonds
957617,,780ABFL22,Aditya Birla Finance Ltd,Active,F ,1000000.00,INE860H07FF9, ,Debentures and Bonds
957618,,780ABFL22A,Aditya Birla Finance Ltd,Active,F ,1000000.00,INE860H07FG7, ,Debentures and Bonds
957619,,1195SCNL21,SATIN CREDITCARE NETWORK Ltd,Active,F ,333333.34,INE836B07360, ,Debentures and Bonds
957620,,760ABFL20,Aditya Birla Finance Ltd,Active,F ,1000000.00,INE860H07FH5, ,Debentures and Bonds
957621,,0EHFL21A,Edelweiss Housing Finance Ltd,Active,F ,1000000.00,INE530L07319, ,Debentures and Bonds
957622,,IIFLW7FEB18,IIFL Wealth Finance Ltd,Active,F ,100000.00,INE248U07AL9, ,Debentures and Bonds
957623,,760ABFL20A,Aditya Birla Finance Ltd,Active,F ,1000000.00,INE860H07FI3, ,Debentures and Bonds
957624,,760ABFL20B,Aditya Birla Finance Ltd,Active,F ,1000000.00,INE860H07FJ1, ,Debentures and Bonds
957625,,770ABFL22,Aditya Birla Finance Ltd,Active,F ,1000000.00,INE860H07FK9, ,Debentures and Bonds
957626,,760ABFL22,Aditya Birla Finance Ltd,Active,F ,1000000.00,INE860H07FL7, ,Debentures and Bonds
957627,,760ABFL22A,Aditya Birla Finance Ltd,Active,F ,1000000.00,INE860H07FM5, ,Debentures and Bonds
957628,,760ABFL22B,Aditya Birla Finance Ltd,Active,F ,1000000.00,INE860H07FN3, ,Debentures and Bonds
957629,,1060ABFL22,Aditya Birla Finance Ltd,Active,F ,1000000.00,INE860H08DE5, ,Debentures and Bonds
957630,,1060ABFL22A,Aditya Birla Finance Ltd,Active,F ,1000000.00,INE860H08DF2, ,Debentures and Bonds
957631,,1050ABFL22,Aditya Birla Finance Ltd,Active,F ,1000000.00,INE860H08DG0, ,Debentures and Bonds
957632,,985ABFL23,Aditya Birla Finance Ltd,Active,F ,1000000.00,INE860H08DI6, ,Debentures and Bonds
957633,,975ABFL24,Aditya Birla Finance Ltd,Active,F ,1000000.00,INE860H08DJ4, ,Debentures and Bonds
957634,,945ABFL25,Aditya Birla Finance Ltd,Active,F ,1000000.00,INE860H08DK2, ,Debentures and Bonds
957635,,925ABFL25,Aditya Birla Finance Ltd,Active,F ,1000000.00,INE860H08DL0, ,Debentures and Bonds
957636,,925ABFL25A,Aditya Birla Finance Ltd,Active,F ,1000000.00,INE860H08DM8, ,Debentures and Bonds
957637,,925ABFL25B,Aditya Birla Finance Ltd,Active,F ,1000000.00,INE860H08DN6, ,Debentures and Bonds
957638,,910ABFL26,Aditya Birla Finance Ltd,Active,F ,1000000.00,INE860H08DP1, ,Debentures and Bonds
957639,,910ABFL26A,Aditya Birla Finance Ltd,Active,F ,1000000.00,INE860H08DQ9, ,Debentures and Bonds
957640,,910ABFL26B,Aditya Birla Finance Ltd,Active,F ,1000000.00,INE860H08DR7, ,Debentures and Bonds
957641,,910ABFL26C,Aditya Birla Finance Ltd,Active,F ,1000000.00,INE860H08DS5, ,Debentures and Bonds
957642,,897ABFL26,Aditya Birla Finance Ltd,Active,F ,1000000.00,INE860H08DT3, ,Debentures and Bonds
957643,,895ABFL26,Aditya Birla Finance Ltd,Active,F ,1000000.00,INE860H08DU1, ,Debentures and Bonds
957644,,890ABFL26,Aditya Birla Finance Ltd,Active,F ,1000000.00,INE860H08DV9, ,Debentures and Bonds
957645,,890ABFL26A,Aditya Birla Finance Ltd,Active,F ,1000000.00,INE860H08DW7, ,Debentures and Bonds
957646,,825ABFL27,Aditya Birla Finance Ltd,Active,F ,1000000.00,INE860H08DX5, ,Debentures and Bonds
957647,,850ABFL27,Aditya Birla Finance Ltd,Active,F ,1000000.00,INE860H08DY3, ,Debentures and Bonds
957649,,870ABFLPER,Aditya Birla Finance Ltd,Active,F ,1000000.00,INE860H08DZ0, ,Debentures and Bonds
957650,,0RHFL21A,Reliance Home Finance Ltd,Active,F ,500000.00,INE217K07BC2, ,Debentures and Bonds
957651,,RCL9FEB18,Reliance Capital Ltd,Active,F ,100000.00,INE013A078Q9, ,Debentures and Bonds
957652,,93ERCS21A,Edelweiss Rural & Corporate Services Ltd,Active,F ,1000000.00,INE657N07472, ,Debentures and Bonds
957654,,765IRFC21,Indian Railway Finance Corporation,Active,F ,1000000.00,INE053F07AK6, ,Debentures and Bonds
957655,,773HUDCO21,Housing &Urban Development Corporation Ltd,Active,F ,1000000.00,INE031A08566, ,Debentures and Bonds
957656,,873YBL28,Yes Bank Ltd,Active,F ,1000000.00,INE528G08402, ,Debentures and Bonds
957657,,897SHFL21,Shriram Housing Finance Ltd,Active,F ,1000000.00,INE432R07208, ,Debentures and Bonds
957658,,1219AFPL21,Aye Finance Pvt Ltd,Active,F ,1.00,INE501X08016, ,Debentures and Bonds
957659,,9SHFL21,Shriram Housing Finance Ltd,Active,F ,1000000.00,INE432R07216, ,Debentures and Bonds
957660,,0KMPL21B,Kotak Mahindra Prime Ltd,Active,F ,1000000.00,INE916DA7PO3, ,Debentures and Bonds
957663,,132HCIFPL20,Home Credit India Finance Pvt Ltd,Active,F ,1000000.00,INE172V07111, ,Debentures and Bonds
957664,,895ERCS21,Edelweiss Rural & Corporate Services Ltd,Active,F ,1000000.00,INE657N07480, ,Debentures and Bonds
957665,,10AVHFIL25A,Aptus Value Housing Finance India Ltd,Active,F ,100000.00,INE852O07063, ,Debentures and Bonds
957667,,0BHFL21A,Bajaj Housing Finance Ltd,Active,F ,1000000.00,INE377Y07037, ,Debentures and Bonds
957668,,81352BHFL21,Bajaj Housing Finance Ltd,Active,F ,1000000.00,INE377Y07045, ,Debentures and Bonds
957669,,799REC23,REC Ltd,Active,F ,1000000.00,INE020B08AT3, ,Debentures and Bonds
957670,,843IHFL28,INDIABULLS HOUSING FINANCE Ltd,Active,F ,1000000.00,INE148I07IQ8, ,Debentures and Bonds
957671,,12MFL99,MUTHOOT FINCORP Ltd,Active,F ,500000.00,INE549K08160, ,Debentures and Bonds
957673,,91899ICFL21,IndoStar Capital Finance Ltd,Active,F ,10000000.00,INE896L07447, ,Debentures and Bonds
957674,,0AFL21D,Axis Finance Ltd,Active,F ,1000000.00,INE891K07374, ,Debentures and Bonds
957675,,837IIL23,India Infradebt Ltd,Active,F ,1000000.00,INE537P07406, ,Debentures and Bonds
957676,,0AFL21E,Axis Finance Ltd,Active,F ,1000000.00,INE891K07382, ,Debentures and Bonds
957680,,845HDB28,HDB FINANCIAL SERVICES Ltd,Active,F ,1000000.00,INE756I08132, ,Debentures and Bonds
957683,,843IHFL28A,INDIABULLS HOUSING FINANCE Ltd,Active,F ,1000000.00,INE148I07IR6, ,Debentures and Bonds
957684,,RSL27218,Reliance Securities Ltd,Active,F ,100000.00,INE923I07015, ,Debentures and Bonds
957685,,IIFL23FEB18,IIFL Wealth Finance Ltd,Active,F ,100000.00,INE248U07AN5, ,Debentures and Bonds
957686,,995VHFCL25,Vastu Housing Finance Corporation Ltd,Active,F ,1000000.00,INE459T07025, ,Debentures and Bonds
957688,,105SIL23,Sanghi Industries Ltd,Active,F ,1000000.00,INE999B07028, ,Debentures and Bonds
957690,,822NABARD28,National Bank for Agriculture and Rural Development,Active,F ,1000000.00,INE261F08AA4, ,Debentures and Bonds
957691,,828NABARD33,National Bank for Agriculture and Rural Development,Active,F ,1000000.00,INE261F08AB2, ,Debentures and Bonds
957692,,1325AFPL21,Aye Finance Pvt Ltd,Active,F ,100000.00,INE501X08024, ,Debentures and Bonds
957693,,875NEEPCO28,NORTH EASTERN ELECTRIC POWER CORPORATION LTD,Active,F ,1000000.00,INE636F07233, ,Debentures and Bonds
957695,,945ICFL21,IndoStar Capital Finance Ltd,Active,F ,10000000.00,INE896L07454, ,Debentures and Bonds
957700,,995SHDFL21,Shubham Housing Development Finance Company,Active,F ,23333.34,INE967Q07015, ,Debentures and Bonds
957701,,9EFL21,ECL Finance Ltd,Active,F ,1000000.00,INE804I076X4, ,Debentures and Bonds
957702,,1284RPPL22,Radiant Polymers Pvt Ltd,Active,F ,1000000.00,INE007Z07011, ,Debentures and Bonds
957703,,85855RPPL24,Radiant Polymers Pvt Ltd,Active,F ,1000000.00,INE007Z07029, ,Debentures and Bonds
957704,,1020MFL25,Magma Fincorp  Ltd,Active,F ,1000000.00,INE511C08AK8, ,Debentures and Bonds
957705,,97XFPL21,Xander Finance Pvt Ltd,Active,F ,500000.00,INE252T07040, ,Debentures and Bonds
957706,,893RHFL28,Reliance Home Finance Ltd,Active,F ,500000.00,INE217K07BE8, ,Debentures and Bonds
957707,,893RCL28,Reliance Capital Ltd,Active,F ,1000000.00,INE013A070R4, ,Debentures and Bonds
957711,,94FEL23,Future Enterprises Ltd,Active,F ,1000000.00,INE623B07644, ,Debentures and Bonds
957712,,95FEL25,Future Enterprises Ltd,Active,F ,1000000.00,INE623B07651, ,Debentures and Bonds
957713,,95FEL25A,Future Enterprises Ltd,Active,F ,1000000.00,INE623B07669, ,Debentures and Bonds
957715,,773REC21,REC Ltd,Active,F ,1000000.00,INE020B08AW7, ,Debentures and Bonds
957716,,0STFCL21C,Shriram Transport Finance Co Ltd,Active,F ,1000000.00,INE721A07NG0, ,Debentures and Bonds
957717,,RHFL8MAR18,Reliance Home Finance Ltd,Active,F ,500000.00,INE217K07BD0, ,Debentures and Bonds
